location_id,segment_datetime,segment,time_segment,orders_count,prediction,error,abs_error,peak_threshold
443,2026-04-06 04:00:00+03:00,low,lunch,43.0,1.9761096458289709,-41.02389035417103,41.02389035417103,0.0
69,2026-03-09 05:00:00+03:00,mega,afternoon,60.0,38.13792733040806,-21.86207266959194,21.86207266959194,36.0
69,2026-03-06 05:00:00+03:00,mega,afternoon,58.0,36.9198975433671,-21.0801024566329,21.0801024566329,36.0
29,2026-01-31 02:00:00+03:00,high,early_morning,35.0,15.15351172153631,-19.84648827846369,19.84648827846369,24.0
35,2026-03-19 06:00:00+03:00,high,dinner,30.0,10.246281621663517,-19.753718378336483,19.753718378336483,24.0
99,2026-04-11 05:00:00+03:00,mega,afternoon,45.0,27.408076440898412,-17.591923559101588,17.591923559101588,36.0
69,2026-02-20 05:00:00+03:00,mega,afternoon,50.0,33.190517716862544,-16.809482283137456,16.809482283137456,36.0
69,2026-02-27 05:00:00+03:00,mega,afternoon,48.0,31.4260781565381,-16.5739218434619,16.5739218434619,36.0
443,2026-04-09 05:00:00+03:00,low,afternoon,22.0,5.4736939985702575,-16.52630600142974,16.52630600142974,0.0
4,2026-02-06 05:00:00+03:00,high,afternoon,36.0,19.65289859344832,-16.34710140655168,16.34710140655168,24.0
128,2026-01-27 04:00:00+03:00,high,lunch,25.0,8.937409881104413,-16.062590118895585,16.062590118895585,24.0
69,2026-02-19 05:00:00+03:00,mega,afternoon,51.0,35.00377694726937,-15.996223052730628,15.996223052730628,36.0
69,2026-02-23 07:00:00+03:00,mega,late_evening,37.0,21.005337145458636,-15.994662854541364,15.994662854541364,36.0
